id,name,speciality,taste,medicine type,passing,have,effect
215,vob bas hxub萬巴象（糯米团）,平,淡,两经药,,,maix diangl maix ves hxib nongx麦靓麦韦洗侬（健脾消食）、hxub hxab kid cat net旭嘎凯滁内（清热化湿）
216,vob tad hxend萬它信（冬葵子）,冷,苦,冷药,热经,,清热解毒、消肿化湿
217,gheib jab let姬佳诺（阳雀花根）,热,淡甜、微辛,热药,冷经,,bud bongt yis hxent布笨怡渥（补气养阴）
218,nex gix闹格（玉竹）,热,甜,热药,冷经,,khangd vut hvent reb zaok汗吾窝任早（养阴润燥）、geb jind dangt ngas ghongd曲靳挡嘎候（生津止渴）
219,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）、maix cUiangl maix ves nait麦靓麦韦充（健脾）、tit hgud nais pob替复奈波（益肺）
220,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,理气消食、seix loud ves loud赊洛维洛（通经活络）
221,ghod menl ghumb阿梅棍（苦养头）,冷,酸、苦,冷药,热经,,清热解毒、消肿止痛、利咽
222,nangx fangx yut朗访幼（石斛）,热,甜,热药,冷经,,滋阴除热、养胃生津
223,蚕茧,,,,,,滋阴潜阳扶阳
224,红枣,,,,,,养阴活血
225,vob yuk jab hlieb萬有加溜（狗脊）,冷,苦、微甜,冷药,热经,,diasjentcafnet滇劫滁内（祛风除湿）
226,肉桂,,,,,,辛温开窍、温肾、壮阳
227,鳖甲,,,,,,滋阴、补肾、活血
228,nex gix 闹格（玉竹）,热,甜,热药,冷经,,khangd vut hvent reb zaok汗吾窝任早（养阴润燥）、geb jind dangt ngas ghongd曲靳挡嘎候（生津止渴）
229,zend jab ngil diongd珍加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）、red hfad任复（润肺）
230,陈皮,,,,,,清热
231,vob nail lies萬芮榴（鱼輙串）,冷,苦,冷药,热经、快经,,tit bongt hxib nongx 替苯洗侬（理气）、hxab hxab kib caf net 旭嘎凯滁内（清热）、tab jab yangk angt沓痂泱安（解毒）
232,vob diuk萬丢（鱼腥草）,热,酸、涩,热药,冷经,,hxub hxab kid tad jab 旭嘎凯沓痂（清热解毒）
233,隔山消,,,,,,消食化积
234,ghok wouf nind高日立（天麻）,平,淡,两经药,,,熄风止痉、平肝抑阳、祛风通络
235,jab laos liaod佳力略（钩藤）,热,微甜,热药,冷经、哑经、半边经,,hxub ghab kiab旭嘎凯（清热）、ves sand维汕（平肝）、pol wos jenl迫喔劫（息风）
236,jab heib khob佳灰柯（头晕药）,热,辣,双相药,冷经、热经、半边经,,tad biaox zangl seil沓标樟射（解表散寒）、hxub ghob sand yes hvent旭嘎汕怡喔（平肝养阴）
237,kod las科辣（制半夏）,热,麻、辣,热药,冷经,,yangx nex dins ghob ngal泱内滇哈格（燥湿化痰）
238,det eb nix豆跃里（佩兰）,热,辛,热药,冷经,,化湿、清暑
239,ghab jiongb nfib嘎炯菲（葛根）,热,甜,热药,冷经,,
240,jab ghangb nen goix佳嘎陇给（徐长卿）,热,香、麻,热药,冷经、快经、半边经,,tad jab沓痂（解毒）、seix loud ves loud赊洛维洛（通经活络）
241,jab jex liux加九留（四块瓦）,热,辣,热药,冷经,,zan- gl seil dangf ngol漳射挡蒙（散寒止痛）、vex hxangd维象（活血）、dias diod hxangf tat jab滇丢象沓痂（散瘀解毒）
242,白芷,,,,,,化瘀行气止痛
243,桂枝,,,,,,辛温除寒
244,hsob hxangt嗟尚（大血藤）,冷,苦,冷药,热经,,sul hxangl seix loud素象赊洛（活血通经）、dias jent滇劫（祛风）
245,jab bangx gangb佳榜岗（苕叶细辛）,热,辣,热药,冷经,小毒,tad biaox zangl seil沓标漳射（发表散寒）
246,vob hangt ghad萬项嘎（鸡矢藤）,热,甜、微涩,热药,冷经,,dias jent caf net滇劫滁内（祛风滁湿）
247,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布苯（补中益气）、tit hgud nais pob替复奈波（益肺）
248,川苓,,,,,,补血活血
249,vob had葛哈（姜黄）,冷,麻、辣带苦,冷药,热经,,hangb bongt沆笨（行气）、ves hxia dangf mongb维洗挡蒙（通络止痛）
250,det vob gangb豆萬岗（桑叶）,冷,苦,冷药,热经,,散寒
251,bangx vob hvid榜葛芜（菊花）,冷,苦,冷药,热经、快经、半边经,,tad jab沓痂（解毒）
252,ghok wouf nind高立日（天麻）,平,淡,两经药,,,熄风、平肝抑阳
253,川夸,,,,,,补血活血行气化瘀
254,ghok wouf nind娜学欧（天麻）,平,淡,两经药,,,熄风止痉、平肝抑阳、祛风通络
255,jab laox liaod佳力略（钩藤）,热,微甜,热药,冷经、哑经,,ves sand维汕（平肝）、pot wos jent迫喔劫（熄风）
256,jab ghab ngenx佳嘎旅（生扯拢）,冷,苦,冷药,热经,,dias jent caf net滇劫滁内（祛风除湿）
257,白蕨力,,,,,,驱风除湿通经
258,det def vud豆斗欧（草决明）,冷,苦,冷药,热经,,平肝
259,vob det hlat葛豆刹（红禾麻）,冷,苦,冷药,热经,,dias jent caf net滇劫滁内（祛风除湿）、ves hx- angd yangx diod hxangd维象烽丢象（活血化瘀）
260,nangb hxent dlaib朗心沙（乌梢蛇）,热,甜、辛,热药,冷经,,dias jent scix loud滇劫赊洛（祛风通络）
261,gangb kub岗叩（螟蚣）,热,辛,热药,冷经,毒,dias jent滇劫（祛风）、tad jab沓痂（解毒）
262,里（牛膝）,冷,酸、苦,冷药,热经,,vex hxangd yangx diod hxangd维象律丢象（活血化瘀）、hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
263,jab box vib佳保耶（石菖蒲）,热,麻、辣,热药,冷经,,dias ghab ngal ghangb yub滇哈格夯宇（化痰开窍）、caf nef sul qub滁内素迄（除湿健胃）
264,vob nil lios bad葛里略坝（远志）,冷,苦、微辛,冷药,热经,,ves hxangd yangx维象样（活血）
265,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布笨（补中益气）
266,灵芝,,,,,,淡温、疗虚弱、宁心、诸药滋阴养血、补中益气、安神
267,kid fangx凯访（郁金）,冷,苦、微辛,冷药,热经,,行气解郁、破瘀通经
268,niangx ongs bat仰松芭（香附）,热,微甜,热药,冷经,,tit bongt ves sand替笨维汹（理气疏肝）
269,jab eb wof佳欧芜（党参）,热,甜,热药,冷经,,yis gub bud bongt怡迄布苯（补中益气）、maix dliangl maix ves nait麦靓麦韦芳（健脾）
270,夜交藤,,,,,,治虚烦不眠、诸药共用补中益气、滋阴补血、养心安神
271,zend lei珍陆（炒梔仁）,冷,苦,冷药,热经,,diax kid tad jab 拉凯沓痂（泻火肝火）、hxub hxad kib caf net旭嘎凯滁内（清热化湿）、hxib kib jid hxib scil赊凯吉赊舍（怕冷发热）
272,茯神,,,,,,安神镇静
273,丹参,,,,,,活血凉血安神
274,vob hmak vongx萬朴翁（夜交藤）,热,甜、微涩,热药,冷经,,khand vat sand diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）、诸药共用养心安神
275,ghok wouf nind高立日（天麻）,平,淡,两经药,,,熄风、平肝抑阳
276,川芎,,,,,,补血、活血、行气、化瘀
277,瓜萎,,,,,,清虚热补气
278,介白,,,,,,芳香化浊
279,kod las科辣（制半夏）,热,麻、辣,热药,冷经,,yangx nex diasghab ngal泱内滇哈格（燥湿）
280,zend jab ngil diongd姜加莪董（麦冬）,热,甜,热药,冷经,,khangd vut hvent qeb jind汗吾渥曲靳（滋阴生津）
281,zend lei珍陆（炒梔仁）,冷,苦,冷药,热经,,清肝火、hxub hxad kib caf net旭嘎凯滁内（清热化湿）
282,ghab net det jenl嘎佬豆金（山枝茶）,冷,苦、辣,冷药,热经,,补虚弱、langf dangf宕挡（镇静）、dins vangx diongk停网亭（安神）、诸药养心安神、补气养血
283,ghab jongx hmongl hsongd嘎炯芒桑（棉花根）,冷,淡,冷药,热经,,seix loud赊洛（通络）
284,baod zangd ghcnd dad苞姜给打（茯苓）,热,甜,热药,冷经,,maix diangl maix es hxed麦靓麦韦荷相（健脾补中）、dangf dliud dius vangx diongk挡琉停网亭（宁心安神）
285,丹参,,,,,,活血凉血养血
286,zand dlenx珍桐（桃仁）,冷,苦,冷药,热经,,vex hxangd seix loud维象赊洛（活血通洛）、tad jab沓痂（解毒）
287,vob laob ngout萬佬嗥（当归）,热,辛、甜,热药,冷经,,
288,川芎,,,,,,补血、活血、化瘀
289,vobghad dail lix萬嘎得里（百部）,冷,苦、微甜,冷药,热经,,
290,润肺止咳,,,,,,降气化痰
291,vob gsongd ghand萬冲岗（白花蛇舌草）,平,淡,两经药,,,清热、除湿止咳
292,vob heaib wek beix萬灰萬菲（蒲公英）,冷,苦,冷药,热经,,退烧、止胸痛
293,bang jab hxangd榜佳枪（金银花）,冷,涩、微苦,冷药,热经,,清热解毒、散热止咳
294,vob jex bib bad萬祖别芭（白花前胡）,冷,苦、微辣,冷药,热经,,pot WOS jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆苯阶哈格（降气化痰）
295,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,清热、止咳
296,诸药配伍共凑驱毒清热,,,,,,止咳的作用
297,vob diuk萬丢（折耳根）,平,,,,,
298,味辛淡,,,两经药,,,清热解毒
299,jab loil lil jil佳洛浏吉（矮地茶）,冷,苦,,热经,,活血化瘀、止咳平喘
300,zend fab hvub珍花休（瓜萎）,热,甜,热药,冷经,,润肺祛痰
301,vob dak diangl bab葛达赊芭（射干）,冷,苦,冷药,热经,,清热解毒、祛痰、利咽、诸药配伍共凑清热、止咳、化痰之功
302,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,清热解毒、止咳
303,zend jab ngil diongd珍佳莪董（麦冬）,热,甜、微苦,热药,冷经,,润肺止咳
304,vob jex bib bad萬祖别芭（前胡）,冷,苦、微辣,冷药,热经,,退热、化痰
305,vob jux bix yut萬久碧幼（一朵云）,冷,苦,冷药,热经,,止咳、化痰
306,vob dliangh dlik萬相学（牛莠）,冷,苦,冷药,热经,,宣肺、解表、诸药共凑清热解毒、化痰、止咳的作用
307,vob bongs hxub萬榜学（鹅不食草）,冷,苦、酸,冷药,热经,,清热利湿、温通散寒、止咳、利咽
308,det zend jab豆珍佳（枇杷叶）,冷,苦,冷药,热经,,清热解毒、润肺止咳
309,zend mangs珍蟒（杏仁）,冷,苦,冷药,热经,小毒,润肺、止咳、止喘
310,ghab ngid vud嘎欧低（苏叶）,热,甜、微辛,热经,,毒,润肺止咳、化痰、止喘、诸药共凑温肺、止咳、化痰、平喘的作用
311,zangd jangx珍姜（木姜子）,热,辛,热药,冷经,,温通散寒、顺气止咳
312,kod lax科纳（制半夏）,热,辛,热药,冷经,,燥湿化痰
313,vob gend mal萬庆玛（紫苑）,热,微甜、辛,热药,冷经,,理肺止咳、利湿平喘
314,vob ghad dail lix葛嘎得里（百部）,冷,苦、 微甜,冷药,热经,,润肺止咳、降气化痰、诸药共凑温通散寒、止咳、化痰、平喘的作用
315,ghab ngid vud嘎欧低（紫苏）,热,甜、微辛,热药,冷经,小毒,祛寒、温肺止喘、化痰
316,zend mangb珍蟒（杏仁）,冷,苦,冷药,热经,小毒,止咳、止喘、润肺
317,vob jex bib bad萬祖另!|芭（白花前胡）,冷,苦、微辣,冷药,热经,,化痰、利湿、止咳
318,ngix gheib ghob bad额俗戈巴（桔梗）,冷,苦、辛,冷药,热经,,排毒、止咳、宣肺化痰
319,baod zangb gh- end dad苞姜给打（茯苓）,热,甜,热药,冷经,,利水渗湿、健脾补中
320,jab bangx gangb佳榜岗（苕叶细辛）,热,辣,热药,冷经,小毒,散寒、dias ghab ngol dangf ngol滇哈格挡苟（化痰止咳）、上药共起化痰、利湿、温肺润肺、止咳止喘的作用
321,vob nix liod萬里料（石韦）,冷,苦、微甜,冷药,热经,,xeeb hfud nais pob dangf ngol卸复奈波挡苟（去肺热止咳）、senb hxangd dangf gol维象挡苟（凉血止咳）、蜂糖滋阴补虚
322,zend mangb珍蟒（杏仁）,冷,苦,冷药,热经,小毒,止咳平喘
323,vob ghad dail lix萬嘎得里（百部）,冷,苦、微甜,冷药,热经,,润肺止咳、降气化痰
324,vob jex bib bad萬祖另!|罢（白前）,冷,苦、微辣,冷药,热经,,pot wos jent hxub hxab kid迫渥劫旭嘎凯（散风清热）、baix bongt jul ghad ngol摆苯阶哈格（降气化痰）
325,vob jux bix yut葛久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（润肺止咳）
326,jab loil lik jib佳洛刘吉（矮地茶）,冷,苦,冷药,热经,,活血化瘀、止咳平喘
327,vob dlub zat萬首扎（岩白菜）,热,甜,热药,冷经,,润肺止咳
328,vob dliangb dlik hniub嘎恨萬相学（大力子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫喔劫漳止（疏散风热）、xeeb hfad nais pob yut卸复奈波雾（宣肺）
329,vob diuk葛丢（鱼腥草）,热,酸、涩,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）
330,vob jux bix yut萬久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（润肺止咳）
331,vob lox萬拿（刺桑）,冷,苦,冷药,热经,,hxub hxad kib caf net旭嘎凯滁内（清热利湿）
332,vob diuk萬丢（鱼腥草）,热,酸、涩,热药,冷经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）
333,jab ghad nail佳格勒（紫背天葵）,冷,涩,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
334,vob bangs hxub萬榜学（酢浆草）,冷,酸,冷药,热经,,利湿、化痰
335,vob gent bib萬梗比（鹅不食草）,热,辣,热药,冷经,,dat wos jent zangl seil迫喔劫漳射（通窍散寒）、dias jent caf net滇劫除内（祛风除湿）
336,vob gend mal萬庆玛（山紫莞）,热,甜、微辛,热药,冷经,,润肺止咳、温肺平喘
337,vob jux bix yut萬久碧幼（一朵云）,热,甜、淡,热药,冷经,,red hfad nais pot dangf ngol任复奈波挡苟（润肺止咳）、bes sok芍药（白芍）、性冷、味苦、属冷药、入热经、养血柔肝
338,vob yangx git萬勇更（鹿衔草）,热,辛、甜,热药,冷经,,dias jent caf net滇劫滁内（祛风除痰）
339,vob ghad dail lix葛嘎得里（百部）,冷,苦、微甜,冷药,热经,,润肺止咳、降气化痰
340,ngix gheib ghob bad额给戈罢（桔梗）,冷,苦、辛,冷药,热经,,xeeb hgad nais pob卸复奈波（宣肺）、zangl seil 漳射（散寒）dias ghab ngol滇哈格（祛痰）
341,vob nix liod萬里料（石韦）,冷,苦、微甜,冷药,热经,,vas eb 洼沃（去水）
342,蜂糖,,,,,,润肤、退热
343,bangx vob hvid榜萬芜（野菊花）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）
344,Vob bad nigax葛坝仰（夏枯草）,冷,苦、微辛,冷药,热经,,ves sand fangx维汕（清肝）
345,suaib mib mib酸咪咪（地星宿）,热,酸,热药,冷经,,hxub hxab kib caf net旭嘎凯滁内（清热利湿）、senb hxangd yangk angt赊象泱安（凉血消肿）、tat jab diod hx- angd沓痂丢象（解毒散瘀）
346,zend lei珍陆（梔子）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）、诸药共用清热除烦、养心安神
347,vob haib hxub萬灰秋（土大黄）,冷,苦、涩,冷药,热经,,hxub hxab kid tad jab旭嘎凯沓痂（清热解毒）、senb hxangd dangf hxangd赊象挡象（凉血止血）
348,jab box vib佳保耶（石菖蒲）,热,麻、辣,热药,冷经,,dias ghab ngal ghangb yub滇哈格夯宇（化痰开窍）
349,vob bex teb xot萬布套学（血人参）,热,涩、微苦,热药,冷经,,滋阴补肾、补气涩血
350,det ghab lib fanb豆嘎里访（黄柏）,冷,苦,冷药,热经,,hxub hxab kib tad jab旭嘎凯沓痂（清热解毒）、dlax kid zaok net拉凯造内（泻火燥湿）
351,hmaib Det Nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax Kid Tad Jab拉凯沓痂（泻火解毒）
352,vob nil lios bad萬里略坝（小远志）,冷,苦、微辛,冷药,热经,,宁心安神、祛痰开窍
353,det vob bol豆萬播（地骨皮）,冷,苦、微甜,冷药,热经,,凉血退火、散瘀止血、除湿解毒、清肺降火
354,灵芝,,,,,,养心安神
355,vob hmuk vongx萬朴翁（何首乌）,热,甜、微涩,热药,冷经,,khand vat sand diuf汗吾尤布丢（滋补肝肾）、yis hxangd怡象（养精血）
356,双肾草,热,甜、微苦,热药,冷经,,bud diuf布丢（补肾）
357,vob yangx git萬勇更（鹿含草）,热,辛、甜,热药,冷经,,补肾强筋
358,响铃草,,,,,,补肾补气
359,vob yuk jab hlieb萬有佳溜（狗脊）,冷,苦、微甜,冷药,热经,,补肾
360,zend bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、诸药合用补气、补血、安神
361,zend det vob bol珍豆萬播（枸杞）,热,甜,热药,冷经,,补肝肾
362,kaid vud凯欧（黄精）,热,甜,热药,冷经,,bud bongt qeb jind布笨曲靳（补气养水）、maix dliangl maix ves nait bud bongt麦靓麦韦莎布笨（健脾益气）
363,韭菜子、det dent豆顿（杜仲）,热,甜,热药,冷经,,bud sand bud diuf布汕布丢（补肝肾）
364,vob qangd niul葛强牛（续断）,热,甜,热药,冷经,,bud diuf khand vut sand布丢汗吴汕（补肝肾）、诸药共凑补气益血、安心神
365,ghab jongx det lieb嘎龚豆榴（石榴皮）,热,苦、涩,热药,冷经,,qud liand dangf lid苣敛挡痢（收敛）
366,明矶,,,,,,收敛固涩
367,zen ghob pab dlib姜哥爬收（五倍子）,冷,酸、咸,冷药,热经,,提升
368,jab pot dab佳炮（芒硝）,冷,咸、苦,冷药,热经,,清热
369,黄苗,,,,,,补气补血调经
370,jab liub hxangd佳榴腔（升麻）,热,辛,热药,冷经,,dias jentcafnet滇劫滁内（祛风除湿）、提升、lax lik娜丽（山药）、性热、味甜、属热药、入冷经、tad jab沓痂（解毒）、dangf hxangd挡象（止血）、tit bongt替笨（理气）
371,zend bel liangx珍布仰（金樱子）,热,甜、涩,热药,冷经,,bud diut qeb jind布丢曲靳（补肾生津）、活血
372,vob heaibwek beix萬灰萬菲（蒲公英）,冷,微苦,冷药,热经,,hxab hxad kib tat jab旭嘎凯沓痂（清热解毒）、dangf mongb zahgl zent挡蒙漳砧（止痛散结）
373,det bix hek hab qangt豆比吼哈枪（三颗针）,冷,苦,冷药,热经,,hxub hxab kid reb zaok旭嘎凯任早（清热燥湿）、baix dul tad jab摆都沓痂（泻火解毒）
374,hmaib det nail潘豆芳（十大功劳）,冷,苦,冷药,热经,,dlax kid tad jab拉凯沓痂（泻火解毒）
375,vob dliangb dlik hniub葛恨舍相学（牛莠子）,冷,苦,冷药,热经,,pot wos jent zangl zet迫喔劫漳止（疏散风热）
376,jab zangd naib佳美勒（败酱草）,冷,苦、涩,冷药,热经,,hxub hxad kid tad jab旭嘎凯沓痂（清热解毒）
